count layer hidden,count neuron,epoc,count data,percentage validation,percentage error training,percentage error validation
2,10,12,500,10.0,0.01979446262865686,0.15172928797062
2,10,13,500,10.0,0.01820864984190196,0.1492858723605668
2,10,14,500,10.0,0.016835890540157356,0.14706214154375918
2,10,15,500,10.0,0.01563767541988097,0.1450282617841795
2,10,16,500,10.0,0.014583998230075723,0.1431596333619715
2,10,17,500,10.0,0.013651184851042183,0.1414357847451019
2,10,18,500,10.0,0.01282034062893031,0.13983953744078076
2,10,19,500,10.0,0.01207622455310653,0.13835636657594755
2,10,20,500,10.0,0.011406422021376324,0.13697390536206125
2,10,21,500,10.0,0.010800729251125532,0.13568155686515695
2,10,22,500,10.0,0.010250689663656701,0.1344701868300078
2,10,23,500,10.0,0.00974924076403025,0.1333318784360341
2,10,24,500,10.0,0.009290442322326441,0.13225973486934922
2,10,25,500,10.0,0.008869265055846736,0.1312477191658569
2,10,26,500,10.0,0.008481424817034292,0.1302905233616927
2,10,27,500,10.0,0.008123251354916096,0.12938346087658417
2,10,28,500,10.0,0.007791583594440101,0.1285223774542146
2,10,29,500,10.0,0.007483685437331782,0.12770357702943796
2,10,0,500,20.0,0.007339485150742836,0.0067680942517047895
2,10,1,500,20.0,0.007091376637261686,0.006685764092988792
2,10,2,500,20.0,0.00686312176660201,0.006598003232931408
2,10,3,500,20.0,0.006650581755124312,0.006507341883719265
2,10,4,500,20.0,0.00645141429582204,0.006415453888862788
2,10,5,500,20.0,0.006264017037110898,0.006323450768018408
2,10,6,500,20.0,0.006087171786946823,0.006232078974765895
2,10,7,500,20.0,0.0059198934182632034,0.006141842256026468
2,10,8,500,20.0,0.005761354026829767,0.006053078783743323
2,10,9,500,20.0,0.005610840262514925,0.005966011499108396
2,10,10,500,20.0,0.005467727162729326,0.005880782053380412
2,10,11,500,20.0,0.005331460891802198,0.005797474267975502
2,10,12,500,20.0,0.0052015466060106735,0.005716130645017591
2,10,13,500,20.0,0.005077539448656613,0.005636764137444202
2,10,14,500,20.0,0.0049590375705851324,0.0055593666184580864
2,10,15,500,20.0,0.004845676536357264,0.005483915018480317
2,10,16,500,20.0,0.004737124727584182,0.005410375795539507
2,10,17,500,20.0,0.004633079495567307,0.005338708204688199
2,10,18,500,20.0,0.0045332638970571925,0.005268866695904587
2,10,19,500,20.0,0.004437423896332981,0.005200802675784034
2,10,20,500,20.0,0.00434532594800334,0.005134465802349075
2,10,21,500,20.0,0.00425675489554263,0.005069804935623597
2,10,22,500,20.0,0.004171512134803272,0.005006768833320537
2,10,23,500,20.0,0.0040894140019635235,0.004945306657084858
2,10,24,500,20.0,0.004010290352970876,0.004885368337466999
2,10,25,500,20.0,0.003933983307358001,0.004826904833262816
2,10,26,500,20.0,0.003860346133866206,0.004769868311701445
2,10,27,500,20.0,0.0037892422589477256,0.004714212269246762
2,10,28,500,20.0,0.0037205443821616423,0.0046598916078280485
2,10,29,500,20.0,0.003654133684888319,0.004606862677648265
2,10,0,500,30.0,0.002629740828979325,0.005488955695834416
2,10,1,500,30.0,0.002583282741015182,0.0054738855855849256
2,10,2,500,30.0,0.0025390316747834424,0.005460579671967479
2,10,3,500,30.0,0.0024967619412906822,0.005448748733140607
2,10,4,500,30.0,0.002456291550804703,0.005438169325204998
2,10,5,500,30.0,0.0024174699205609376,0.005428665645284978
2,10,6,500,30.0,0.0023801696810608476,0.0054200969753560625
2,10,7,500,30.0,0.002344281095630093,0.0054123488550557744
2,10,8,500,30.0,0.0023097081750069483,0.005405326784096845
2,10,9,500,30.0,0.002276365910352931,0.005398951665363743
2,10,10,500,30.0,0.002244178257134547,0.005393156462213452
2,10,11,500,30.0,0.0022130766321378378,0.0053878837138199905
2,10,12,500,30.0,0.002182998767600796,0.005383083664485837
2,10,13,500,30.0,0.0021538878185800776,0.005378712837580968
2,10,14,500,30.0,0.0021256916533515073,0.005374732935228378
2,10,15,500,30.0,0.002098362278683756,0.005371109979328211
2,10,16,500,30.0,0.002071855366428685,0.005367813633334318
2,10,17,500,30.0,0.00204612985767214,0.005364816660836844
2,10,18,500,30.0,0.002021147627351207,0.005362094488751425
2,10,19,500,30.0,0.0019968731968321453,0.005359624851290406
2,10,20,500,30.0,0.0019732734851469623,0.005357387496921562
2,10,21,500,30.0,0.001950317591853797,0.005355363944902106
2,10,22,500,30.0,0.0019279766061139779,0.005353537281187805
2,10,23,500,30.0,0.0019062234377643318,0.0053518919858949595
2,10,24,500,30.0,0.0018850326670390744,0.005350413786264319
2,10,25,500,30.0,0.001864380410252818,0.005349089530409937
2,10,26,500,30.0,0.0018442441992554276,0.005347907078145451
2,10,27,500,30.0,0.0018246028728552439,0.005346855205952041
2,10,28,500,30.0,0.001805436478708666,0.005345923523745923
2,10,29,500,30.0,0.0017867261844126822,0.0053451024015621525
2,10,0,1000,10.0,0.035792043122443044,0.010748300418711798
2,10,1,1000,10.0,0.023920722099442158,0.010713167730998568
2,10,2,1000,10.0,0.017815744870952985,0.010202602437273908
2,10,3,1000,10.0,0.01443997246892973,0.009613222335494274
2,10,4,1000,10.0,0.01228394819095533,0.009073160445639565
2,10,5,1000,10.0,0.010756532121836708,0.008600687117327192
2,10,6,1000,10.0,0.009604905044760888,0.008189182930288173
2,10,7,1000,10.0,0.008698707906646872,0.00782845868881034
2,10,8,1000,10.0,0.00796269264395199,0.0075093772634803905
2,10,9,1000,10.0,0.007350148967934397,0.007224555140563175
2,10,10,1000,10.0,0.00683047149199541,0.006968181334186427
2,10,11,1000,10.0,0.006382716653707154,0.006735692744382664
2,10,12,1000,10.0,0.0059920251005022495,0.0065234817311088066
2,10,13,1000,10.0,0.00564752715147154,0.00632866651714523
2,10,14,1000,10.0,0.005341061681016727,0.006148918649680749
2,10,15,1000,10.0,0.00506636255420748,0.005982334999893816
2,10,16,1000,10.0,0.00481852474714519,0.005827342800313234
2,10,17,1000,10.0,0.004593643707415033,0.005682628766543235
2,10,18,1000,10.0,0.004388565389581086,0.005547085722367592
2,10,19,1000,10.0,0.004200708977071863,0.005419771993839392
2,10,20,1000,10.0,0.004027938542447003,0.005299880186490992
2,10,21,1000,10.0,0.003868468404691615,0.005186712920050774
2,10,22,1000,10.0,0.0037207921654030703,0.005079663773041215
2,10,23,1000,10.0,0.003583628694179502,0.004978202168230317
2,10,24,1000,10.0,0.0034558804517959216,0.004881861269184524
2,10,25,1000,10.0,0.0033366009332133554,0.004790228200307564
2,10,26,1000,10.0,0.0032249689470016897,0.004702936076929031
2,10,27,1000,10.0,0.0031202680857819057,0.0046196574584142485
2,10,28,1000,10.0,0.003021870185117042,0.004540098929821951
2,10,29,1000,10.0,0.002929221880349353,0.00446399658602821
2,10,0,1000,20.0,0.0025497255241166404,0.003631634676674614
2,10,1,1000,20.0,0.002469076381094005,0.0036730344398608608
2,10,2,1000,20.0,0.0023982680390782357,0.0037073032270244495
2,10,3,1000,20.0,0.0023339486113197042,0.003734304002411978
2,10,4,1000,20.0,0.0022744667216373273,0.00375494748819455
2,10,5,1000,20.0,0.002218842250708958,0.003770309256694032
2,10,6,1000,20.0,0.0021664329655740576,0.0037813797347081898
2,10,7,1000,20.0,0.002116792028136819,0.003789003993117364
2,10,8,1000,20.0,0.0020695935757456254,0.0037938804189224327
2,10,9,1000,20.0,0.002024589630436888,0.003796577003862393
2,10,10,1000,20.0,0.0019815839503299487,0.003797551506114067
2,10,11,1000,20.0,0.0019404157652339327,0.0037971707877478477
2,10,12,1000,20.0,0.001900949468523649,0.0037957278174425447
2,10,13,1000,20.0,0.0018630679563029797,0.003793456020222548
2,10,14,1000,20.0,0.0018266682262310732,0.003790541112943394
2,10,15,1000,20.0,0.0017916583932608158,0.003787130727450545
2,10,16,1000,20.0,0.0017579556065117222,0.0037833421617513153
2,10,17,1000,20.0,0.0017254845490529786,0.003779268584159504
2,10,18,1000,20.0,0.0016941763223573929,0.00377498397848826
2,10,19,1000,20.0,0.001663967590487832,0.0037705470753350255
2,10,20,1000,20.0,0.0016347999041782754,0.0037660044726069517
2,10,21,1000,20.0,0.0016066191529641003,0.0037613931108495748
2,10,22,1000,20.0,0.001579375111068005,0.00375674223674362
2,10,23,1000,20.0,0.0015530210538856391,0.0037520749613360696
2,10,24,1000,20.0,0.0015275134290778701,0.003747409497684903
2,10,25,1000,20.0,0.0015028115709556247,0.003742760144961492
2,10,26,1000,20.0,0.0014788774499503114,0.0037381380719643358
2,10,27,1000,20.0,0.001455675451067008,0.003733551941821377
2,10,28,1000,20.0,0.0014331721766699718,0.0037290084108186706
2,10,29,1000,20.0,0.0014113362699753403,0.003724512527333754
2,10,0,1000,30.0,0.0014504987104519446,0.0017542088496446116
2,10,1,1000,30.0,0.0014246900446276054,0.0017312325171579509
2,10,2,1000,30.0,0.0014024528862303174,0.0017123522482008927
2,10,3,1000,30.0,0.0013823955418827032,0.001696268740601055
2,10,4,1000,30.0,0.0013637637620550179,0.0016821753827870162
2,10,5,1000,30.0,0.0013461362087570283,0.0016695531835935703
2,10,6,1000,30.0,0.0013292693222324995,0.0016580563572812287
2,10,7,1000,30.0,0.0013130165349410593,0.001647446637059593
2,10,8,1000,30.0,0.0012972854121432486,0.0016375545314045138
2,10,9,1000,30.0,0.0012820145109492568,0.0016282558599478919
2,10,10,1000,30.0,0.0012671606581577924,0.0016194571652454713
2,10,11,1000,30.0,0.001252691817038348,0.001611086403223163
2,10,12,1000,30.0,0.0012385829984183393,0.0016030868472568715
2,10,13,1000,30.0,0.0012248138573701071,0.0015954129949058724
2,10,14,1000,30.0,0.0012113672402643983,0.0015880277519572052
2,10,15,1000,30.0,0.0011982282787012899,0.0015809004500198394
2,10,16,1000,30.0,0.0011853838054619098,0.0015740054203736962
2,10,17,1000,30.0,0.0011728219650058251,0.0015673209471251475
2,10,18,1000,30.0,0.0011605319448363693,0.0015608284843978248
2,10,19,1000,30.0,0.0011485037842146187,0.0015545120609403848
2,10,20,1000,30.0,0.0011367282338886522,0.0015483578202243652
2,10,21,1000,30.0,0.0011251966504817886,0.0015423536601794463
2,10,22,1000,30.0,0.0011139009150969424,0.001536488947369878
2,10,23,1000,30.0,0.0011028333692796827,0.0015307542876069299
2,10,24,1000,30.0,0.0010919867637125362,0.0015251413399285645
2,10,25,1000,30.0,0.0010813542164354862,0.001519642664319078
2,10,26,1000,30.0,0.001070929178319706,0.0015142515959806256
2,10,27,1000,30.0,0.0010607054041488425,0.0015089621407191783
2,10,28,1000,30.0,0.0010506769280939484,0.0015037688872841177
2,10,29,1000,30.0,0.0010408380426726897,0.0014986669334411582
